"ID";"CODE_COMMUNE";"COMMUNE_AR";"COMMUNE_FR"
213;"9995551026";OUAZZANE;OUAZZANE
214;"9968419173";TETOUAN;TETOUAN
215;"9949588582";AIN BENI MATHAR;AIN BENI MATHAR
216;"9920484051";JERRADA;JERRADA
217;"9952239433";AIN CHOCK;AIN CHOCK
218;"9920164687";ERRAHMA;ERRAHMA
219;"9996151057";AIN DORBANE - LAHLAF;AIN DORBANE - LAHLAF
220;"9986420317";SKHIRAT;SKHIRAT
221;"9934622484";ZENATA;ZENATA
222;"9950099113";AIN JOHRA - SIDI BOUKHALKHAL;AIN JOHRA - SIDI BOUKHALKHAL
223;"9940511409";KHEMISSET;KHEMISSET
224;"9900023109";KENITRA;KENITRA
225;"9988576692";AIN KANSARA;AIN KANSARA
226;"9958468474";AIN KARMA-OUED ROMMANE;AIN KARMA-OUED ROMMANE
227;"9904058066";AIN SEBAA;AIN SEBAA
228;"9905089591";BEN SLIMANE;BEN SLIMANE
229;"9932281263";AIN-LEUH;AIN-LEUH
230;"9940553461";SIDI ALLAL BAHRAOUI;SIDI ALLAL BAHRAOUI
231;"9915771229";AIT BOUYAHIA EL HAJJAMA;AIT BOUYAHIA EL HAJJAMA
232;"9962777944";BENGUERIR;BENGUERIR
233;"9976776468";AIT HKIM AIT YZID;AIT HKIM AIT YZID
234;"9932282107";KSBAT TADLA;KSBAT TADLA
235;"9966234093";OUAOUIZERTH;OUAOUIZERTH
236;"9924140379";AIT M'ZAL;AIT M'ZAL
237;"9965375429";AIT SEDRATE JBEL EL OULIA;AIT SEDRATE JBEL EL OULIA
238;"9939632167";AIT SEDRATE JBEL SOUFLA;AIT SEDRATE JBEL SOUFLA
239;"9945719489";AIT-HANI;AIT-HANI
240;"9918298853";AIT-MAIT;AIT-MAIT
241;"9936465766";AIT-OUALLAL;AIT-OUALLAL
242;"9987788017";AL-AAROUI;AL-AAROUI
243;"9925190975";AL FIDA;AL FIDA
244;"9917018639";MDIQ;MDIQ
245;"9938390226";AL MACHOUAR STINIA;AL MACHOUAR STINIA
246;"9901377450";TIT MLIL;TIT MLIL
247;"9996237788";TIT MELIL;TIT MELIL
248;"9908493555";AL OUIDANE;AL OUIDANE
249;"9936803371";ANFA;ANFA
250;"9974525295";TANTAN;TANTAN
251;"9950343586";AQSRI;AQSRI
252;"9993113132";ASSOUKHOUR ASSAWDA;ASSOUKHOUR ASSAWDA
253;"9990446664";EL HAOUZIA;EL HAOUZIA
254;"9958372355";JORF LASFAR;JORF LASFAR
255;"9936240738";SOUK LARBAA;SOUK LARBAA
256;"9946955066";BEN M'SICK;BEN M'SICK
257;"9921083424";BENI MELLAL;BENI MELLAL
258;"9974188545";BENMANSOUR;BENMANSOUR
259;"9909379871";BIR TAM-TAM;BIR TAM-TAM
260;"9917419341";BNI ABDELLAH;BNI ABDELLAH
261;"9971944577";BNI NSAR;BNI NSAR
262;"9922928852";BNI A'YAT;BNI A'YAT
263;"9971434774";SOUK SEBT;SOUK SEBT
264;"9915731891";BENI DRAR;BENI DRAR
265;"9921844206";BNI M'HAMMED SIJELMASSA;BNI M'HAMMED SIJELMASSA
266;"9934383405";EL KARIA;EL KARIA
267;"9917725772";BOU-AZMOU;BOU-AZMOU
268;"9985400499";BOULANOUARE;BOULANOUARE
269;"9919393239";DAR-EL-KEBDANI;DAR-EL-KEBDANI
270;"9919633065";EL MAARIF;EL MAARIF
271;"9926047685";EL YOUSSOUFIA;EL YOUSSOUFIA
272;"9914763883";EL-HAJEB;EL-HAJEB
273;"9934392397";ES SMARA;ES SMARA
274;"9942445064";FERKLA ES SOUFLA;FERKLA ES SOUFLA
275;"9979285316";FOUM-ZGUID;FOUM-ZGUID
276;"9902569803";HASSAN;HASSAN
277;"9941690055";HAY HASSANI;HAY HASSANI
278;"9981720795";HAY MOHAMMADI;HAY MOHAMMADI
279;"9918263322";IMI-N'FAST;IMI-N'FAST
280;"9918547658";IMI-N'OULAOUNE;IMI-N'OULAOUNE
281;"9948859839";IOUNANE;IOUNANE
282;"9986271176";IRHZRANE;IRHZRANE
283;"9923384414";JORF EL MELHA;JORF EL MELHA
284;"9996353300";KAF AL GHAR;KAF AL GHAR
285;"9903006658";KALAAT SRAGHNA;KALAAT SRAGHNA
286;"9936564102";L'AATAMNA;L'AATAMNA
287;"9954024808";LAATTAOUIA ECH CHAIBIA;LAATTAOUIA ECH CHAIBIA
288;"9952083161";MAKNASSA ACHARQIA;MAKNASSA ACHARQIA
289;"9945717793";MECHOUAR FES EL JADID;MECHOUAR FES EL JADID
290;"9990462769";MECHRA BEL KSIRI;MECHRA BEL KSIRI
291;"9972331315";MERS SULTAN;MERS SULTAN
292;"9966832267";MOQRISSAT;MOQRISSAT
293;"9985540726";MOULAY IDRISS ZARHOUN;MOULAY IDRISS ZARHOUN
294;"9984450108";MOULAY RACHID;MOULAY RACHID
295;"9979080442";M'SAADA;M'SAADA
296;"9923653340";MY DRISS AGHBAL;MY DRISS AGHBAL
297;"9930044672";OUAD AMLIL;OUAD AMLIL
298;"9908345029";OUED ESSAFA;OUED ESSAFA
299;"9973455463";OULED AISSA;OULED AISSA
300;"9973379867";OULED H'CINE;OULED H'CINE
301;"9949589264";OULED SAID LOUED;OULED SAID LOUED
302;"9951527278";OULED-AISSA;OULED-AISSA
303;"9995203029";OUM AZZA;OUM AZZA
304;"9913901446";OURTZARH;OURTZARH
305;"9985924434";OUTABOUABANE;OUTABOUABANE
306;"9956296087";RAS-EL-MA;RAS-EL-MA
307;"9952858587";RHAFSAI;RHAFSAI
308;"9903005256";SBATA;SBATA
309;"9936492003";SIDI ABDELLAH;SIDI ABDELLAH
310;"9910753552";SIDI ABDELLAH AL KHAYAT;SIDI ABDELLAH AL KHAYAT
311;"9970252155";SIDI ABDELLAH GHIAT;SIDI ABDELLAH GHIAT
312;"9966138186";SIDI AHMED BEN AISSA;SIDI AHMED BEN AISSA
313;"9930922199";SIDI BELYOUT;SIDI BELYOUT
314;"9962611158";SIDI BERNOUSSI;SIDI BERNOUSSI
315;"9960719434";SIDI EL RHANDOUR;SIDI EL RHANDOUR
316;"9976469917";SIDI HMAD OU M'BAREK;SIDI HMAD OU M'BAREK
317;"9918671779";SIDI MOHAMED BENMANSOUR;SIDI MOHAMED BENMANSOUR
318;"9985118282";SIDI MOUMEN;SIDI MOUMEN
319;"9999224090";SIDI MOUSSA EL MAJDOUB;SIDI MOUSSA EL MAJDOUB
320;"9907828176";SIDI OTHMANE;SIDI OTHMANE
321;"9912459213";SIDI RAHAL;SIDI RAHAL
322;"9913135082";SIDI SLIMANE ECHCHARAA;SIDI SLIMANE ECHCHARAA
323;"9901876442";SIDI YAHIA BNI ZEROUAL;SIDI YAHIA BNI ZEROUAL
324;"9906582104";SIDI YAHIA EL GHARB;SIDI YAHIA EL GHARB
325;"9939918682";SIDI YAHIA OU YOUSSEF;SIDI YAHIA OU YOUSSEF
326;"9909803463";SIDI-BOUBKER;SIDI-BOUBKER
327;"9945030471";SIDI-GHANEM;SIDI-GHANEM
328;"9966958291";SKHOUR RHAMNA;SKHOUR RHAMNA
329;"9972634708";TACHRAFAT;TACHRAFAT
330;"9913348513";TARGUA-NTOUCHKA;TARGUA-NTOUCHKA
331;"9985188541";TAROUDANNT;TAROUDANNT
332;"9979907550";TIDILI;TIDILI
333;"9916077323";TOUDGHA ES SOUFLA;TOUDGHA ES SOUFLA
334;"9981032827";YACOUB EL MANSOUR;YACOUB EL MANSOUR
335;"9961262799";ZMAMRA;ZMAMRA
341;"15510101";الحسيمة;Alhoceima
1693;"64670731";اولاد بوساكن;Oulad Boussaken
1694;"63710307";سيدي موسى المجدوب;Sidi Moussa Majdoub
1695;"71910107";سيدي رحال;Sidi Rahhal
1696;"10510915";كتامة;Ketama
1697;"95410931";لمنيزلة;Lamnizla
1698;"85770509";ايت سدرات السهل الشرقية;Ait Sedrate Sahl Charkia
1699;"10510523";تيفروين;Tifarouine
1700;"42910103";الرماني;Rommani
1701;"70411103";أيت عادل;Ait Aadel
1702;"13310101";القصرالكبير;Ksar El Kebir
1703;"14050903";اسجن;Asjen
1704;"35910307";سبت الاوداية;Sebt Loudaya
1705;"30610101";مكناس;Meknès
1706;"50810915";واويزغت;Ouaouizeght
1707;"21670907";بودينار;Boudinar
1708;"82010115";تنجداد;Tinejdad
1709;"70410315";سيدي عبد الله غياث;Sidi Abdallah Ghiat
1710;"53110701";آيت عمار;Ait Ammar
1711;"111210305";لمسيد;Lamssid
1712;"82011311";ملعب;Melaab
1713;"73510503";أيت إيمور;Ait Imour
1714;"42810311";أولاد سلامة;Ouled Slama
1715;"15110307";دار الشاوي;Dar Chaoui
1716;"13311111";الساحل;Sahel
1717;"31310701";العرجان;El Orjane
1718;"53110315";تشرافت;Tachraft
1719;"22750511";مريجة;Mrija
1720;"53110107";خريبكة;Khouribga
1721;"123910501";بئر إنزران;Bir Anzarane
1722;"44910503";بومعيز;Boumaiz
1601;"95810313";تيغمي;Tighmi
1602;"70411125";تغدوين;Tighedouine
1603;"95410435";أوناين;Ouneine
1604;"14050707";امزفرون;Mzefroune
1605;"34510305";بئر طم طم;Bir Tam Tam
1606;"91410161";ابن امسيك;ARRONDISSEMENTS DE BEN M'SIK
1607;"61810307";لمهارزةالساحل;Lamharza Essahel
1608;"102610701";أباينو;Abaynou
1609;"104410103";سلا;SALE
1610;"70410907";ستي فاضمة;Sti Fadma
1611;"35310507";اجبابرة;Jbabra
1612;"53010303";ايت سعدلي;Ait Saadelli
1613;"35610105";واد أمليل;Oued Amlil
1614;"11510509";الدردارة;Derdara
1615;"52550509";أولاد زمام;Ouled Zmam
1616;"70410911";تمصلوحت;Tameslohte
1617;"44810911";زكوطة;Zaggota
1618;"42910905";أيت بويحيى الحجامة;Ait Buyahya El Hajjama
1619;"13310715";تطفت;Tatoft
1620;"53010709";احد بوحسوسن;Had Bouhssoussen
1621;"50811103";بني عياط;Bni Ayat
1622;"23810105";الناضور;Nador
1623;"104730715";سيدي مبارك;Sidi M'Bark
1624;"63550103";مديونة;Mediouna
1625;"31310311";كيكو;Guigou
1626;"42910711";الغوالم;Laghoualem
1627;"74270906";الجبيلات;Jbilate
1628;"52550111";سوق السبت  اولاد النمة;Souk Sebt Ouled Nemma
1629;"70410507";أزكور;Azgour
1630;"64670711";كدية بني دغوغ;Koudiat Bni Dghough
1663;"71910317";اولاد عمرو;Oulad Aamer
1664;"61810903";شعيبات;Chaibate
1665;"71910601";الصهريج;Assahrij
1666;"13310717";زوادة;Zouada
1667;"11510605";بني احمد الشرقية;Bni Ahmed Cherqia
1668;"31310313";سرغينة;Serghina
1669;"91630701";أيت  عميرة;Ait Amira
1670;"71910523";اولاد عراض;Oulad Aarrad
1671;"115370305";الحكونية;El Hagounia
1672;"95810911";تاسريرت;Tassrirt
1673;"50911101";كطاية;Guettaya
1674;"23810503";بني شيكر;Bni Chiker
1675;"70410705";اغيل;Ighil
1676;"14050109";وزان;Ouezzane
1677;"123910505";ميجيك;Mijik
1678;"35310311";الرتبة;Ratba
1679;"72110513";بوزمور;Bouzemmour
1680;"95410453";تالكجونت;Talgjount
1681;"24110519";سيدي موسى-المهاية;Sidi Moussa Lemhaya
1682;"52550903";بني شكدال;Bni Chegdale
1683;"71910337";سيدي موسى;Sidi Moussa
1684;"82010707";الخنك;Lkheng
1685;"95810301";أيت اسفن;Ait Issafen
1686;"61170501";بن معاشو;Ben Maachou
1687;"95410519";الخنافيف;Lakhnafif
1688;"31710309";تامشاشاط;Tamchachate
1689;"11510713";تزكان;Tizgane
1690;"53110101";ابي الجعد;Bejaad
1691;"44810719";سيدي امحمد الشلح;Sidi M'Hamed Chelh
1692;"100710503";لبويرات;Labouirat
2353;"23810119";سلوان;Selouane
2354;"44811111";سيدي الكامل;Sidi Al Kamel
2355;"23810509";بوعرك;Bouarg
2356;"35310317";سيدي يحي بني زروال;Sidi Yahya Bni Zeroual
2357;"53110311";أولاد كواوش;Oulad Gouaouch
2358;"61810709";أولاد رحمون;Oulad Rahmoune
2359;"35310709";بوهودة;Bouhouda
2360;"15710301";عين لحصن;Ain Lahsan
2361;"105210101";طانطان;tan tan
2362;"95410417";ادا وكيلال;Ida Ou Gailal
2363;"15710321";السحتريين;Sahtryine
2364;"83630909";امزيزل;M'Zizel
2365;"35310509";الولجة;Loulja
2366;"91630727";سيدي بيبي;Sidi Bibi
2367;"71910103";قلعة السراغنة;El Kelaâ des Sraghna
2368;"10510511";شقران;Chakrane
2369;"35310921";راس الواد;Ras El Oued
2370;"52550513";سيدي حمادي;Sidi Hammadi
2371;"82010705";الرتب;Er-rteb
2372;"64610909";اخميسات الشاوية;Khemisset Chaouia
2373;"31710107";سبع عيون;Sabaa Aiyoun
2374;"61110501";بئرالنصر;Bir Ennasr
2375;"61110307";مليلة;Mellila
2376;"11510705";بني سلمان;Bni Selmane
2377;"83630705";ايت عياش;Ait Ayach
2378;"35310107";طهر السوق;Thar Es-souk
2379;"95410711";أزرار;Azrar
2380;"61810105";لبير الجديد;Lbir Jdid
2381;"64670107";سيدي بنور;Sidi Bennour
2382;"50910307";اولاد ايعيش;Ouled Yaich
2461;"35310511";المكانسة;Mkansa
2462;"82010109";كلميمة;Goulmima
2463;"35310101";غفساي;Ghafsai
2464;"15730303";عليين;Allyene
2465;"35610701";بني فراسن;Bni Frassen
2466;"64610331";سيدي الذهبي;Sidi Dahbi
2467;"11510515";تنقوب;Tanaqoub
2468;"23810705";اركمان;Arekmane
2469;"31710303";ايت يعزم;Ait Yaazem
2470;"64610101";بن أحمد;Ben Ahmed
2471;"31310505";سيدي بوطيب;Sidi Boutayeb
2472;"84010711";توندوت;Toundoute
2474;"85870305";آيت  بوداود;Ait Boudaoud
2475;"15110313";سيدي اليمني;Sidi Lyamani
2476;"70410101";أيت  أورير;Ait Ourir
2477;"70410509";دارالجامع;Dar Jamaa
2478;"95410329";توفلعزت;Toufelaazt
2479;"95410951";تافراوتن;Tafraouten
2480;"61170103";برشيد;Berrechid
2491;"35310323";تمزكانة;Timezgana
2498;"74310311";لمصابح;Lamsabih
2499;"15730103";مرتيل;Martil
2671;"42910507";حودران;Houderrane
2673;"112210307";سيدي احمد لعروسي;Sidi Ahmed Laaroussi
2674;"50910113";زاوية الشيخ;Zaouiat Cheikh
2676;"61170109";حد سوالم;Had Soualem
2677;"15710505";الواد;Al Oued
2678;"71610901";بوابوض;Bouabout
2680;"95811101";أربعاء  رسموكة;Arbaa Rasmouka
2690;"85870919";كتاوة;Ktaoua
2906;"105210303";تلمزون;Tilemzoun
2921;"102610719";تركى وساي;Targa Wassay
2922;"50811309";انزو;Anzou
2923;"72110533";سيدي أحمد أومبارك;Sidi H'Mad Ou M'Barek
2924;"15710315";الملاليين;Mallalienne
2925;"45010105";الصخيرات;Skhirate
1752;"95410103";الكردان;El Guerdane
2084;"61810907";مكرس;Mogress
2085;"15730105";المضيق;M'Diq
2086;"25330703";عين الحجر;Ain Lehjer
2087;"95810903";أيت وافقا;Ait Ouafqa
2088;"91630511";بلفاع;Belfaa
2089;"95410325";تندين;Tindine
2090;"70410311";اغماث;Ghmate
2091;"12270509";ملوسة;Malloussa
2092;"44910509";المساعدة;Msaada
2093;"15710311";بني يدر;Bni Idder
2094;"32710309";تيكريكرة;Tigrigra
2095;"21670901";ازلاف;Azlaf
2096;"42910305";أيت سيبرن;Ait Siberne
2097;"10510901";عبد الغاية السواحل;Abdelghaya Souahel
2098;"71610301";اهديل;Ahdil
2099;"70410305";أيت  فاسكا;Ait Faska
2100;"23810515";ايحدادن;Ihaddadene
2101;"64670707";جابرية;Jabria
2102;"35310905";عين معطوف;Ain Maatouf
2103;"74310709";لمعاشات;Lamaachate
2104;"92730115";إنزكان;Inezgane
2105;"71610101";شيشاوة;Chichaoua
2106;"30610305";عين عرمة;Ain Orma
2107;"61810503";أولاد عيسى;Oulad Aissa
2108;"22650103";جرسيف;Guercif
2109;"24110305";بني خالد;Bni Khaled
2110;"64610931";الثوالث;Toualet
2111;"45010503";مرس الخير;Mers El Kheir
2112;"95410323";تتاوت;Tataoute
2484;"85870933";تاكونيت;Tagounite
2489;"10510703";بني احمد اموكزان;Bni Ahmed Imoukzan
2490;"31310305";الميس مرموشة;Almis Marmoucha
2492;"10510103";بني بوعياش;Bni Bouayach
2494;"50810101";أزيلال;Azilal
2495;"83630717";إيتزر;Itzer
2496;"70410711";ويركان;Ouirgane
2497;"10510109";أجدير;Ajdir
2500;"44810111";سيدي قاسم;Sidi Kacem
2501;"64610719";سيدي أحمد الخدير;Sidi Ahmed El Khadir
2502;"64610911";لحوازة;Lahouaza
2503;"85870113";زاكورة;Zagora
2504;"90010703";أورير;Aourir
2505;"74310903";دارسي عيسى;Dar Si Aissa
2506;"50810509";فم الجمعة;Foum Jemaa
2507;"44810313";سيدي أحمد بنعيسى;Sidi Ahmed Benaissa
2508;"83630903";كرامة;Gourrama
2510;"85870709";ابليدة;Bleida
2511;"95410327";تيسفان;Tisfane
2512;"22510307";بوشاون;Bouchaouene
2513;"82010303";عرب صباح زيز;Aarab Sebbah Ziz
2514;"42910309";الكنزرة;El Ganzra
2515;"50910505";بوتفردة;Boutferda
2517;"102610313";تيمولاي;Timoulay
2518;"22510309";بومريم;Boumerieme
2519;"11510313";اونان;Aounane
2520;"12270313";القصر المجاز;Ksar El Majaz
2544;"21130129";سيدي سليمان-الشراعة;Sidi Slimane Echcharraa
2547;"31710505";بطيط;Bitit
2550;"22650505";هوارة أولاد رحو;Houara Oulad Raho
2926;"95410901";أحمر لكلالشة;Ahmar Laglalcha
2927;"50911105";اولاد سعيد الواد;Ouled Said L'Oued
2929;"25330115";العيون-سيدي ملوك;El Aioun Sidi Mellouk
2930;"52550505";اولاد بورحمون;Ouled Bourahmoune
2932;"73510101";المشور - القصبة;Méchouar-Kasba
2934;"90010725";تامري;Tamri
2935;"11510917";متيوة;M'tioua
2936;"34510703";اهل سيدي لحسن;Ahl Sidi Lahcen
2937;"74310713";اولاد سلمان;Ouled Salmane
2938;"25330709";مشرع حمادي;Mechraa Hammadi
2939;"21130517";تافوغالت;Tafoughalt
2940;"50810909";أنركي;Anergui
2941;"84010709";ترميكت;Tarmigt
2942;"35611105";الكوزات;El Gouzate
2943;"90010101";أكادير;Agadir
2944;"85870743";ترناتة;Ternata
2945;"35310301";البيبان;El Bibane
2946;"83630901";النزالة;En-nzala
2947;"10510513";امرابطن;Imrabten
2948;"22510303";بني تدجيت;Bni Tadjite
2949;"95410955";تملوكت;Tamaloukte
2950;"25330319";سيدي لحسن;Sidi Lahsen
2951;"35611301";باب بودر;Bab Boudir
2952;"45010311";سيدي يحيى زعير;Sidi Yahya Zaer
2054;"102610503";أفركط;Aferkat
2055;"104730713";سيدي حساين أو علي;Sidi H'Saine Ou Ali
2056;"91630309";أوكنز;Aouguenz
2057;"42810305";الحدادة;Haddada
2058;"72110347";تفتاشت;Tafetachte
2059;"35611115";اترايبة;Traiba
2060;"44810303";بني وال;Bni Oual
2061;"22750515";أولاد سيدي عبد الحاكم;Oulad Sidi Abdelhakem
2062;"21670905";بني مرغنين;Bni Marghnine
2063;"50810507";بزو;Bzou
2064;"35910501";عين بو علي;Ain Bou Ali
2065;"35611103";برارحة;Brarha
2066;"35910305";سبع رواضي;Sebaa Rouadi
2067;"104730711";سيدي عبدالله أو بلعيد;Sidi AbdallahOu Belaid
2068;"74270723";صخورالرحامنة;Skhour Rehamna
2069;"71910507";أدزوز;Dzouz
2070;"21130109";بركان;Berkane
2071;"53010105";مريرت;M'Rirt
2072;"71610915";تمليلت;Timlilt
2073;"61810921";زاويةسايس;Zaouiat Saiss
2074;"112210101";السمارة;Es-semara
2075;"104730709";سبت النابور;Sebt Ennabour
2076;"53110705";البراكسة;Braksa
2077;"74310703";الغيات;El Ghiate
2078;"95410101";أيت إيعزة;Ait Iaaza
2079;"90010721";تدرارت;Tadrart
2080;"85770719";اميضر;Imider
2081;"23810505";بني سيدال الجبل;Bni Sidel Jbel
2082;"61170513";لحساسنة;Lahsasna
2083;"100710301";عوينة لهنا;Aouint Lahna
2383;"42811103";الشوافع;Chouafaa
2385;"102610307";افران اطلس الصغير;Ifrane Atlas Saghir
2387;"64610309";منيع;Mniaa
2389;"95811113";سيدي بوعبداللي;Sidi Bouabdelli
2391;"91630305";أيت مزال;Ait Mzal
2393;"64610105";البروج;El Borouj
2396;"61170111";أولاد عبو;Oulad Abbou
2397;"44811105";ارميلات;Rmilat
2399;"45010301";المنزه;El Menzeh
2401;"50810303";أيت عباس;Ait Abbas
2402;"71610913";تاولوكلت;Taouloukoult
2403;"84010309";خزامة;Khouzama
2405;"72110313";لحسينات;Lahsinate
2406;"91630337";تسكدلت;Tassegdelt
2407;"74310309";لمراسلة;Lamrasla
2408;"102610305";أمطضى;Amtdi
2410;"21670909";افرني;Iferni
2412;"22650503";بركين;Barkine
2414;"44910307";القصيبية;Kceibya
2415;"71610513";واد البور;Ouad L'bour
2416;"64610903";بني  ياكرين;Bni Yagrine
2418;"95510301";أيت بواولي;Ait Ouabelli
2420;"10510509";بني حذيفة;Bni Hadifa
2431;"42910505";بوقشمير;Bouqachmir
2437;"10510917";مولاي احمد الشريف;Moulay Ahmed Cherif
2439;"61170819";أولاد صباح;Ouled Cebbah
2440;"91630315";إدا وكنظيف;Ida Ougnidif
2493;"31310317";تالزمت;Talzemt
2509;"64670703";بني تسيريس;Bni Tsiriss
2516;"22510305";بوعنان;Bouanane
2983;"71610909";رحالة;Rahhala
2984;"23810103";بني انصار;Bni Ansar
2985;"95811103";أربعاء الساحل;Arbaa Sahel
2986;"95410515";اسن;Issen
2987;"72110537";سيدي كاوكي;Sidi Kaouki
2988;"53010501";أكلمام أزكزا;Aguelmam Azegza
2989;"71910515";العثامنة;Laatamna
2990;"35610909";الصميعة;Smia
2991;"75850509";جذور;Jdour
2992;"71610511";نفيفة;Nfifa
2993;"42810915";سوق  ثلاثاء الغرب;Souk Tlet El Gharb
2994;"61170821";أولاد زيدان;Ouled Zidane
2995;"10510307";سنادة;Senada
2996;"71910823";اولاد الكرن;Oulad El Garne
2997;"35310703";بني وليد;Bni Oulid
2998;"61810507";أولاد احسين;Ouled Hcine
2999;"31710705";اقدار;Iqaddar
3000;"91630717";إمي مقورن;Imi Mqourn
3001;"34510705";عزابة;Azzaba
3002;"42810301";عامر السفلية;Ameur Seflia
3003;"50810919";تاكلفت;Tagleft
3004;"72110107";تالمست;Talmest
3005;"70411121";تزارت;Tazart
3006;"85870711";بني زولي;Bni Zoli
3007;"53110719";أولاد فتاتة;Oulad Ftata
3008;"22510301";عين الشواطر;Ain Chouater
3009;"10510727";زرقت;Zarkt
3010;"32318101";اولاد الطيب;Oulad Tayeb
3011;"53110507";لكفاف;Lagfaf
3012;"95410903";آيت إكاس;Ait Igas
1969;"123910903";امليلي;Imlili
1970;"35310701";عين مديونة;Ain Mediouna
1971;"95410461";تنزرت;Tinzart
1972;"70410901";مولاي ابراهيم;Moulay Brahim
1973;"35910503";لعجاجرة;Laajajra
1974;"53010707";الحمام;El Hammam
1975;"91630333";تنالت;Tanalt
1976;"50810907";أيت  أوقبلي;Ait Ouqabli
1977;"85770733";تودغىالسفلى;Toudgha Essoufla
1978;"61110101";بنسليمان;Benslimane
1979;"61110301";احلاف;Ahlaf
1980;"61170527";سيدي عبد الخالق;Sidi Abdelkhaleq
1981;"95410113";تارودانت;Taroudant
1982;"22750309";لبخاتة;Lebkhata
1983;"50810921";تيفرت  نايت حمزة;Tiffert N'Ait Hamza
1984;"90010501";أمسكروض;Amskroud
1985;"11510911";بني سميح;Bni Smih
1986;"61810501";مولاي عبدالله;My Abdellah
1987;"13310703";قصر بجير;Ksar Bjir
1988;"35310713";الخلالفة;Khlalfa
1989;"104730505";مستي;Mesti
1990;"53010723";سيدي حسين;Sidi Hcine
1991;"82011309";اغريس السفلي;Gheris Es-soufli
1992;"95410409";ارزن;Arazane
1993;"104730703";أنفك;Anfeg
1994;"10510305";بني جميل مكصولين;Bni Gmil Maksouline
1995;"31310705";افريطيسة;Fritissa
1996;"85770513";ايت يول;Ait Youl
1997;"35611109";امسيلة;Msila
1998;"82010709";وادي النعام;Oued Naam
2233;"64610115";سطات;Settat
2234;"10510909";بني بوشيبت;Bni Bouchibet
2235;"63850102";دار بوعزة;Dar Bouazza
2236;"52550911";كريفات;Krifate
2237;"104730717";تغيرت;Tighirt
2238;"35610309";سيدي علي بورقبة;Sidi Ali Bourakba
2239;"21670911";اجرمواس;Ijermaouas
2240;"93710101";المحمدية;MOHAMMEDIA
2241;"50810103";دمنات;Demnate
2242;"42910315";سيدي علال المصدر;Sidi Allal Lamsadder
2243;"70410703";أسني;Asni
2244;"50910107";قصبة تادلة;Kasba Tadla
2245;"123910507";ام ادريكة;Oum Dreyga
2246;"70410109";تحناوت;Tahannaout
2247;"13310103";العرائش;Larache
2248;"113210301";بوكراع;Boukraa
2249;"72110105";الصويرة;Essaouira
2250;"10510719";سيدي بوتميم;Sidi Boutmim
2251;"83630711";أمرصيد;Amersid
2252;"72110545";تاكوشت;Takoucht
2253;"35310719";تمضيت;Tamedit
2254;"64610313";مكارطو;M'Garto
2255;"95410433";أولاد عيسى;Oulad Aissa
2256;"71910833";اولاد زراد;Oulad Zarrad
2257;"73510509";سيد الزوين;Sid Zouine
2258;"85770517";اكنيون;Ikniouen
2259;"71910509";فرايطة;Fraita
2260;"102610303";آيت بوفلن;Ait Boufoulen
2261;"61110319";الزيايدة;Ziaida
2262;"31310301";أيت بازة;Ait Bazza
2863;"34510701";اغبالو اقورار;Aghbalou Aqorar
2864;"42810511";سيدي محمد بنمنصور;Sidi Mohamed Ben Mansour
2865;"63710303";الشلالات;Ech-challalate
2866;"95410521";لمهادي;Lamhadi
2867;"35310315";سيدي المخفي;Sidi Mokhfi
2868;"10510501";أيت قمرة;Ait Kamra
2869;"70411101";ابادو;Abadou
2870;"22750315";سيدي بوبكر;Sidi Boubker
2871;"44810711";أولاد نوال;Oulad Nouel
2872;"64670109";زمامرة;Zemamra
2873;"64671105";الوليدية;Loualidia
2874;"71610309";السعيدات;Saidate
2875;"74310315";سيدي التيجي;Sidi Ettiji
2876;"72110529";سيدي الجزولي;Sidi El Jazouli
2877;"73510305";المنابهة;M'Nabha
2878;"95811105";بونعمان;Bounaamane
2879;"113210103";العيون;Laayoune
2880;"85870101";اكدز;Agdz
2881;"35610703";بوشفاعة;Bouchfaa
2882;"35610903";بويبلان;Bouyablane
2883;"50810313";زاوية أحنصال;Zaouiat Ahansal
2884;"10510711";بني بونصار;Bni Bounsar
2885;"31310303";أيت المان;Ait El Mane
2886;"64610307";لخزازرة;Lakhzazra
2887;"64610303";بوكركوح;Bouguargouh
2888;"95811115";اثنين أكلو;Tnine Aglou
2889;"15110311";الساحل الشمالي;Sahel Chamali
2890;"15110303";أقواس برييش;Aquouass Briech
2891;"44810907";سلفات;Selfat
2892;"22510505";معتركة;Maatarka
1581;"34510317";تافجيغت;Tafajight
1582;"95410467";تيزي نتاست;Tizi N'Test
1583;"95810105";تافراوت;Tafraout
1584;"71910516";العطاوية الشعيبية;Laattaouia Ech-chaibia
1585;"82011103";الريصاني;Er-rissani
1586;"64610707";لقراقرة;Laqraqra
1587;"23810101";العروي;Al Aaroui
1588;"50910303";اولاد كناو;Ouled Gnaou
1589;"70410701";أغبار;Aghbar
1590;"95410439";سيدي عبدالله أوسعيد;Sidi Abdellah Ou Said
1591;"70411129";زرقطن;Zerkten
1592;"72110531";سيدي غانم;Sidi Ghaneme
1593;"10510303";بني اكميل;Bni Gmil
1594;"61170529";سيدي المكي;Sidi El Mekki
1595;"85770529";تلمي;Tilmi
1596;"53110109";وادي زم;Oued Zem
1597;"52550905";بن  وكيل;Bni Oukil
